year,avgR
1981,2.0
1982,4.5
1982,4.357142857142857
1982,2.2142857142857144
1982,4.5
1982,3.55
1982,2.5
1982,2.0
1982,3.5
1982,3.760869565217391
1982,3.0
1982,3.0
1982,2.1666666666666665
1982,2.8333333333333335
1982,3.0
1982,3.5555555555555554
1982,3.7661290322580645
1982,2.0789473684210527
1982,4.5
1982,4.333333333333333
1982,1.6666666666666667
1982,3.421875
1982,3.75
1982,1.5
1982,4.0
1982,3.2580645161290325
1982,2.8125
1982,3.05
1982,2.75
1982,3.7663934426229506
1982,4.05
1982,3.5416666666666665
1982,3.75
1982,3.7
1982,3.375
1982,3.590909090909091
1982,2.0
1982,3.425531914893617
1982,2.625
1982,2.9375
1982,2.1363636363636362
1982,3.4761904761904763
1982,1.125
1982,1.5
1982,5.0
1982,2.7291666666666665
1982,4.0
1982,2.0
1982,4.0
1982,3.5
1982,2.75
1982,3.8125
1982,3.933333333333333
1982,3.5441176470588234
1982,3.4761904761904763
1982,2.75
1982,4.0
1982,2.75
1982,3.375
1982,3.5
1982,3.375
1982,4.0
1982,2.5
1982,3.34
1982,3.388888888888889
1982,3.5
1982,3.3055555555555554
1982,4.0
1982,4.166666666666667
1982,5.0
1982,3.5
1982,4.0
1982,3.1842105263157894
1982,3.0714285714285716
1982,2.25
1982,2.5
1982,4.5
1982,3.5
1982,3.125
1982,1.5
1982,4.5
1982,3.0
1982,3.642857142857143
1982,3.8333333333333335
1982,3.75
1982,2.375
1982,4.100806451612903
1982,2.8
1983,5.0
1983,1.5
1983,4.0
1983,1.0
1983,3.7333333333333334
1983,3.8636363636363638
1983,2.875
1983,2.1666666666666665
1983,5.0
1983,5.0
1983,2.25
1983,5.0
1983,2.2142857142857144
1983,2.0
1983,2.0
1983,3.9328358208955225
1983,4.0
1983,3.5454545454545454
1983,3.0
1983,4.0
1983,4.0
1983,4.166666666666667
1983,3.3125
1983,3.125
1983,2.5
1983,2.0
1983,3.6875
1983,3.4404761904761907
1983,3.6666666666666665
1983,3.0
1983,3.0
1983,3.0
1983,3.0
1983,3.1666666666666665
1983,2.5
1983,3.0
1983,1.4166666666666667
1983,2.95
1983,4.5
1983,1.75
1983,3.0
1983,4.375
1983,3.730769230769231
1983,3.5
1983,3.8636363636363638
1983,2.375
1983,3.4
1983,3.5
1983,4.0
1983,3.5
1983,2.0
1983,3.0
1983,4.166666666666667
1983,3.5
1983,2.9
1983,3.0
1983,3.5
1983,1.375
1983,3.6538461538461537
1983,4.071428571428571
1983,4.137755102040816
1983,3.84
1983,2.0
1983,3.7954545454545454
1983,3.625
1983,2.25
1983,5.0
1983,4.5
1983,4.0
1983,2.7333333333333334
1983,3.3095238095238093
1983,1.6666666666666667
1983,2.25
1983,3.9727272727272727
1983,4.0
1983,4.0
1983,2.5
1983,3.25
1983,2.9
1983,1.0
1983,3.71875
1983,4.055555555555555
1983,3.95
1984,3.5
1984,4.0
1984,1.5
1984,3.0
1984,3.6458333333333335
1984,2.5
1984,3.4285714285714284
1984,2.2222222222222223
1984,4.2
1984,3.05
1984,1.6666666666666667
1984,3.1
1984,3.857142857142857
1984,1.0
1984,3.125
1984,2.0833333333333335
1984,3.9166666666666665
1984,4.0
1984,3.5476190476190474
1984,2.0
1984,2.0
1984,3.25
1984,2.6666666666666665
1984,3.402173913043478
1984,2.5
1984,4.0
1984,2.8846153846153846
1984,2.625
1984,2.0
1984,4.0
1984,3.1538461538461537
1984,3.5
1984,5.0
1984,3.1875
1984,1.125
1984,2.0
1984,3.775
1984,3.3333333333333335
1984,2.857142857142857
1984,2.375
1984,4.0
1984,2.0833333333333335
1984,2.0
1984,2.5
1984,3.5
1984,2.875
1984,2.3333333333333335
1984,4.25
1984,3.0
1984,3.0
1984,2.857142857142857
1984,2.9
1984,3.5657894736842106
1984,3.5813953488372094
1984,3.4324324324324325
1984,3.3780487804878048
1984,4.2
1984,2.5833333333333335
1984,3.5
1984,4.017857142857143
1984,3.5
1984,3.0
1984,2.3333333333333335
1984,3.75
1984,5.0
1984,3.380952380952381
1984,2.7
1984,1.5
1984,4.0
1984,4.5
1984,3.5
1984,3.5714285714285716
1984,5.0
1984,3.8969465648854964
1984,3.5
1984,2.5
1984,4.015151515151516
1984,4.0
1984,4.0625
1984,3.022727272727273
1984,3.4537037037037037
1984,4.184210526315789
1984,3.5
1984,3.25
1984,2.25
1984,3.0
1984,3.0
1984,3.588235294117647
1984,3.6020408163265305
1984,4.0
1984,3.1875
1984,2.5
1984,3.1176470588235294
1984,5.0
1984,2.5
1984,3.638888888888889
1984,3.7142857142857144
1984,3.261904761904762
1984,4.0
1984,2.4545454545454546
1984,5.0
1985,2.5
1985,4.433333333333334
1985,4.25
1985,3.0
1985,2.4166666666666665
1985,2.2777777777777777
1985,2.5
1985,2.6666666666666665
1985,3.0833333333333335
1985,3.5
1985,3.0
1985,3.2142857142857144
1985,2.5
1985,2.0
1985,2.9375
1985,5.0
1985,2.5
1985,3.21875
1985,3.142857142857143
1985,5.0
1985,3.2
1985,3.076923076923077
1985,2.4583333333333335
1985,3.1136363636363638
1985,2.5
1985,2.6666666666666665
1985,3.3
1985,4.177966101694915
1985,3.6666666666666665
1985,2.6333333333333333
1985,5.0
1985,3.2708333333333335
1985,1.8333333333333333
1985,3.4
1985,3.5701754385964914
1985,4.666666666666667
1985,2.5
1985,4.0
1985,4.0
1985,3.45
1985,3.25
1985,3.730769230769231
1985,4.0
1985,3.6
1985,3.75
1985,1.6666666666666667
1985,3.5833333333333335
1985,3.685185185185185
1985,3.7777777777777777
1985,3.5714285714285716
1985,2.0
1985,3.5
1985,1.0
1985,1.5
1985,3.0
1985,4.0
1985,3.7787610619469025
1985,3.0
1985,2.5
1985,2.35
1985,2.125
1985,4.0
1985,3.25
1985,3.4285714285714284
1985,3.5
1985,3.75
1985,4.25
1985,2.0
1985,2.75
1985,3.0
1985,2.25
1985,3.5
1985,2.3
1985,4.0
1985,3.7857142857142856
1985,4.0
1985,3.625
1985,2.5
1985,4.5
1985,2.0
1985,3.675
1985,3.5
1985,2.6666666666666665
1985,1.5
1985,4.0
1985,3.3333333333333335
1985,1.5
1985,2.8125
1985,2.5
1985,2.3333333333333335
1985,2.875
1985,3.3333333333333335
1985,3.0
1985,2.2
1985,4.166666666666667
1985,4.25
1985,2.75
1985,3.0
1985,2.0
1985,4.038011695906433
1985,2.5
1985,3.5
1985,2.0
1985,3.9166666666666665
1985,3.65
1985,3.0
1985,1.5
1985,2.94
1985,2.5
1985,2.25
1985,3.8125
1985,3.0
1985,2.8095238095238093
1985,2.6578947368421053
1985,2.5
1985,4.5
1985,3.875
1985,3.0
1985,3.3636363636363638
1985,3.388888888888889
1985,3.2674418604651163
1985,4.0
1985,3.75
1985,3.7
1985,2.706896551724138
1985,4.5
1986,4.0
1986,4.0
1986,3.984126984126984
1986,3.5
1986,2.5
1986,3.21875
1986,3.0
1986,4.0
1986,3.3333333333333335
1986,3.3333333333333335
1986,4.0
1986,1.5
1986,3.0
1986,1.3333333333333333
1986,3.1666666666666665
1986,2.625
1986,3.242424242424242
1986,2.6666666666666665
1986,3.4767441860465116
1986,3.0555555555555554
1986,3.8394495412844036
1986,3.9285714285714284
1986,4.5
1986,3.9456521739130435
1986,2.0
1986,3.5
1986,3.0
1986,3.7058823529411766
1986,3.8333333333333335
1986,4.166666666666667
1986,3.8214285714285716
1986,2.0
1986,3.5
1986,3.7045454545454546
1986,3.0
1986,3.625
1986,3.275
1986,5.0
1986,3.7291666666666665
1986,4.045454545454546
1986,2.3333333333333335
1986,3.0
1986,3.9642857142857144
1986,1.0
1986,3.9166666666666665
1986,3.1666666666666665
1986,3.3012048192771086
1986,3.857142857142857
1986,3.769230769230769
1986,4.090909090909091
1986,5.0
1986,3.3333333333333335
1986,3.0
1986,3.25
1986,4.0625
1986,3.2083333333333335
1986,1.5
1986,2.0
1986,4.0054945054945055
1986,1.6666666666666667
1986,2.7
1986,3.5
1986,3.5625
1986,3.3333333333333335
1986,2.0
1986,4.0
1986,5.0
1986,3.175438596491228
1986,5.0
1986,4.0625
1986,3.857142857142857
1986,3.0
1986,3.0
1986,2.5
1986,3.2142857142857144
1986,3.3333333333333335
1986,3.75
1986,2.5
1986,3.5
1986,4.0
1986,3.0
1986,3.75
1986,1.0
1986,2.0
1986,1.0
1986,4.0
1986,2.3
1986,2.9285714285714284
1986,5.0
1986,3.3333333333333335
1986,2.0
1986,1.0
1986,3.8333333333333335
1986,3.75
1986,2.2857142857142856
1986,5.0
1986,3.4375
1986,3.5
1986,4.0
1986,3.6666666666666665
1986,3.5
1986,4.0
1986,2.5625
1986,1.75
1986,3.75
1986,2.5
1986,3.0
1986,1.8333333333333333
1986,3.1666666666666665
1986,2.0
1986,3.6
1986,3.1346153846153846
1986,3.25
1986,3.357142857142857
1986,3.0
1986,5.0
1986,5.0
1986,2.15625
1986,2.71875
1986,2.1666666666666665
1986,2.75
1986,3.75
1986,1.0
1986,3.383720930232558
1986,2.7758620689655173
1986,3.0
1986,5.0
1986,3.5625
1986,2.1666666666666665
1986,2.90625
1986,2.5
1986,5.0
1986,2.625
1986,1.0
1986,2.0
1986,3.0
1986,3.3214285714285716
1986,1.5
1986,2.75
1987,4.75
1987,1.8333333333333333
1987,1.0
1987,4.0
1987,5.0
1987,3.75
1987,2.5625
1987,2.625
1987,1.8333333333333333
1987,4.0
1987,2.5
1987,3.6923076923076925
1987,3.8846153846153846
1987,5.0
1987,4.5
1987,3.75
1987,3.857142857142857
1987,2.5
1987,3.7115384615384617
1987,1.6875
1987,4.232394366197183
1987,0.75
1987,1.6666666666666667
1987,3.0972222222222223
1987,4.0
1987,3.5
1987,1.0
1987,3.0
1987,3.6666666666666665
1987,4.098039215686274
1987,2.5
1987,4.166666666666667
1987,3.0
1987,1.8333333333333333
1987,2.8157894736842106
1987,2.5
1987,3.5
1987,4.0
1987,2.0833333333333335
1987,4.044117647058823
1987,3.35
1987,3.0
1987,2.5454545454545454
1987,4.4
1987,4.0
1987,3.142857142857143
1987,1.5
1987,4.0
1987,1.3333333333333333
1987,4.0
1987,4.5
1987,2.142857142857143
1987,4.25
1987,3.0
1987,3.272727272727273
1987,0.5
1987,4.0
1987,4.0
1987,1.0
1987,1.0
1987,3.875
1987,3.0
1987,2.8125
1987,2.357142857142857
1987,3.0
1987,2.375
1987,2.0
1987,2.0
1987,3.5
1987,2.0
1987,3.5625
1987,3.25
1987,2.5
1987,3.8125
1987,2.25
1987,3.25
1987,3.5
1987,2.0
1987,3.95
1987,3.0
1987,1.4
1987,2.5714285714285716
1987,2.0
1987,4.3125
1987,3.0
1987,3.5
1987,3.25
1987,4.5
1987,3.0
1987,3.483050847457627
1987,2.9166666666666665
1987,3.581967213114754
1987,3.0833333333333335
1987,3.9913793103448274
1987,3.8518518518518516
1987,3.9384615384615387
1987,3.4285714285714284
1987,3.369047619047619
1987,1.5
1987,3.1666666666666665
1987,5.0
1987,2.8684210526315788
1987,2.7857142857142856
1987,2.5
1987,4.0
1987,4.25
1987,3.25
1987,1.8333333333333333
1987,3.5
1987,3.3714285714285714
1987,4.0
1987,3.5
1987,3.0
1987,3.3666666666666667
1987,3.0
1987,4.25
1987,2.0
1987,3.325
1987,3.0
1987,1.25
1987,3.75
1987,3.2205882352941178
1987,2.75
1987,4.1
1987,3.0
1987,3.2
1987,1.5
1987,3.5555555555555554
1987,1.0
1987,1.75
1987,2.5
1987,3.2857142857142856
1987,1.0
1987,3.7222222222222223
1987,3.75
1987,3.0
1987,1.5
1987,1.5
1987,2.5
1987,2.5
1987,5.0
1987,2.5
1987,4.0
1987,4.333333333333333
1987,2.75
1987,1.0
1987,3.125
1987,3.6733333333333333
1987,3.2916666666666665
1987,3.0
1987,3.802325581395349
1987,3.125
1987,2.0
1988,3.6714285714285713
1988,4.5
1988,2.0
1988,3.0
1988,3.388888888888889
1988,3.75
1988,1.5
1988,2.0
1988,3.5
1988,2.9
1988,3.5
1988,3.1666666666666665
1988,3.6875
1988,5.0
1988,3.0
1988,3.590909090909091
1988,3.0
1988,4.0
1988,3.5
1988,2.0
1988,2.8333333333333335
1988,1.625
1988,2.9444444444444446
1988,2.0
1988,3.0
1988,3.4166666666666665
1988,1.5
1988,3.0
1988,3.4583333333333335
1988,3.3333333333333335
1988,3.0
1988,2.9545454545454546
1988,1.5
1988,3.1666666666666665
1988,2.9
1988,4.0
1988,2.3333333333333335
1988,1.9375
1988,2.0
1988,3.5
1988,3.75
1988,3.769230769230769
1988,2.5
1988,5.0
1988,3.0
1988,4.15625
1988,3.2777777777777777
1988,3.75
1988,4.5
1988,4.0
1988,4.0
1988,3.5
1988,3.090909090909091
1988,4.125
1988,1.5
1988,3.0
1988,2.0
1988,3.6
1988,2.4791666666666665
1988,3.7
1988,4.0
1988,3.0
1988,3.5
1988,2.5
1988,2.1666666666666665
1988,2.5
1988,2.5
1988,2.5
1988,2.7083333333333335
1988,3.1153846153846154
1988,3.55
1988,2.0
1988,3.5
1988,2.0
1988,1.6666666666666667
1988,2.4
1988,2.4285714285714284
1988,3.1666666666666665
1988,1.875
1988,2.5
1988,3.0384615384615383
1988,5.0
1988,3.8072916666666665
1988,3.71978021978022
1988,3.6363636363636362
1988,2.590909090909091
1988,4.0
1988,3.0
1988,2.0
1988,3.5
1988,3.0
1988,5.0
1988,1.6666666666666667
1988,2.5
1988,4.0
1988,3.0
1988,2.5
1988,3.8620689655172415
1988,2.5
1988,3.3181818181818183
1988,3.4725274725274726
1988,3.3375
1988,3.9594594594594597
1988,2.0
1988,3.3333333333333335
1988,3.9225352112676055
1988,1.25
1988,3.375
1988,3.375
1988,2.875
1988,2.0
1988,3.5721649484536084
1988,3.2045454545454546
1988,3.0
1988,3.75
1988,2.8
1988,1.5
1988,4.5
1988,3.1
1988,3.0
1988,1.0
1988,3.25
1988,5.0
1988,3.4545454545454546
1988,1.8333333333333333
1988,4.0
1988,2.4642857142857144
1988,3.0
1988,3.5
1988,3.9166666666666665
1988,2.9
1988,3.5
1988,4.333333333333333
1988,3.5
1988,2.5
1988,2.6666666666666665
1988,2.3333333333333335
1988,2.5
1988,3.0
1988,3.5
1988,1.0
1988,3.0
1988,2.3333333333333335
1988,3.3333333333333335
1988,3.227272727272727
1988,3.75
1988,1.75
1988,3.4047619047619047
1988,3.0
1988,3.5
1988,3.1
1988,3.0
1988,3.7222222222222223
1988,2.0
1988,2.5
1988,3.75
1988,3.0
1988,5.0
1988,2.857142857142857
1988,1.9166666666666667
1988,2.25
1988,3.75
1988,3.7435897435897436
1988,3.6875
1988,2.0
1989,3.5
1989,4.5
1989,4.046428571428572
1989,3.9593023255813953
1989,3.0714285714285716
1989,3.0
1989,3.5384615384615383
1989,3.4285714285714284
1989,4.170731707317073
1989,3.95
1989,3.4285714285714284
1989,2.6666666666666665
1989,4.0
1989,4.089285714285714
1989,4.0
1989,4.5
1989,4.333333333333333
1989,4.0
1989,3.3333333333333335
1989,3.1363636363636362
1989,4.161764705882353
1989,2.5
1989,4.0
1989,3.517857142857143
1989,2.0
1989,3.475806451612903
1989,2.0
1989,1.0
1989,4.0
1989,2.0
1989,3.7
1989,3.731707317073171
1989,3.5
1989,3.8588235294117648
1989,3.5869565217391304
1989,2.5476190476190474
1989,2.5
1989,2.7573529411764706
1989,3.1666666666666665
1989,3.375
1989,2.0
1989,4.0
1989,4.0
1989,3.9166666666666665
1989,0.5
1989,2.0
1989,3.739130434782609
1989,3.25
1989,2.5
1989,3.8333333333333335
1989,3.5
1989,3.642857142857143
1989,2.142857142857143
1989,3.25
1989,2.0
1989,3.923076923076923
1989,3.0
1989,3.7
1989,2.8333333333333335
1989,4.0
1989,3.5
1989,3.0
1989,3.75
1989,3.0
1989,2.25
1989,4.0
1989,2.25
1989,2.5
1989,2.0
1989,3.0
1989,2.388888888888889
1989,4.5
1989,4.0
1989,2.0
1989,2.25
1989,3.625
1989,2.5
1989,3.0
1989,3.25
1989,2.5
1989,2.0
1989,3.5
1989,2.7
1989,2.5
1989,4.166666666666667
1989,3.75
1989,3.575
1989,3.0
1989,3.838709677419355
1989,3.125
1989,5.0
1989,4.0588235294117645
1989,3.176470588235294
1989,4.25
1989,1.9166666666666667
1989,1.0
1989,1.75
1989,3.5057471264367814
1989,3.566666666666667
1989,0.5
1989,0.5
1989,1.6666666666666667
1989,2.75
1989,3.0
1989,3.0
1989,2.2777777777777777
1989,3.0
1989,3.0
1989,2.8333333333333335
1989,2.7857142857142856
1989,3.5
1989,2.85
1989,4.0
1989,4.15
1989,3.0
1989,3.1666666666666665
1989,3.5
1989,1.5
1989,4.037037037037037
1989,3.0384615384615383
1989,2.75
1989,1.75
1989,2.0
1989,2.8846153846153846
1989,1.5
1989,1.0
1989,3.0
1989,4.0
1989,3.4444444444444446
1989,1.0
1989,3.325
1989,2.3333333333333335
1989,3.5
1989,2.2222222222222223
1989,3.0
1989,3.0
1989,2.857142857142857
1989,2.3333333333333335
1989,1.5
1989,3.425373134328358
1989,3.1808510638297873
1990,1.5
1990,2.64
1990,3.0
1990,3.5
1990,3.0
1990,2.8823529411764706
1990,3.9
1990,2.0
1990,3.0
1990,2.710526315789474
1990,1.875
1990,1.75
1990,1.5833333333333333
1990,3.5
1990,3.4851851851851854
1990,2.5
1990,1.5
1990,3.5
1990,1.9411764705882353
1990,3.4285714285714284
1990,2.811320754716981
1990,5.0
1990,5.0
1990,4.333333333333333
1990,2.5
1990,3.0
1990,3.5
1990,1.7857142857142858
1990,2.8333333333333335
1990,3.0
1990,4.333333333333333
1990,2.5
1990,2.8846153846153846
1990,3.0
1990,4.0
1990,3.6666666666666665
1990,2.8333333333333335
1990,2.0
1990,3.8353658536585367
1990,4.0
1990,4.0
1990,1.5
1990,2.5625
1990,3.653409090909091
1990,2.5
1990,3.4285714285714284
1990,3.5714285714285716
1990,1.5
1990,4.0
1990,3.8
1990,2.0
1990,3.1666666666666665
1990,5.0
1990,4.0
1990,3.0
1990,3.1818181818181817
1990,2.0
1990,3.5
1990,2.9956896551724137
1990,5.0
1990,3.4347826086956523
1990,3.7
1990,1.0
1990,3.5
1990,3.0
1990,2.0
1990,4.0
1990,3.5
1990,4.0
1990,3.75
1990,2.0
1990,1.5
1990,2.0
1990,3.1666666666666665
1990,4.0
1990,3.8
1990,2.5
1990,4.0
1990,4.0
1990,3.8722222222222222
1990,3.0
1990,4.125
1990,3.1923076923076925
1990,4.0
1990,4.0
1990,3.611111111111111
1990,3.5
1990,0.5
1990,2.25
1990,0.75
1990,3.5
1990,1.5
1990,3.4044117647058822
1990,3.840909090909091
1990,2.0
1990,3.5576923076923075
1990,3.0
1990,5.0
1990,4.0
1990,4.0
1990,2.6666666666666665
1990,4.5
1990,3.4375
1990,3.0
1990,1.25
1990,3.25
1990,3.4
1990,0.5
1990,4.5
1990,4.0
1990,2.0
1990,4.071428571428571
1990,3.5
1990,3.8333333333333335
1990,3.0
1990,3.0
1990,3.1666666666666665
1990,4.5
1990,3.75
1990,3.0
1990,2.4
1990,4.25
1990,4.225
1990,2.3125
1990,1.25
1990,4.0
1990,2.75
1990,2.933333333333333
1990,3.3333333333333335
1990,2.0
1990,3.0833333333333335
1990,2.9047619047619047
1990,3.8
1990,3.625
1990,2.375
1990,3.96875
1990,2.375
1990,1.0
1990,2.25
1990,3.3555555555555556
1990,3.0
1990,3.6296296296296298
1990,4.333333333333333
1990,2.75
1990,3.3693181818181817
1990,3.9
1990,3.6818181818181817
1991,3.0
1991,1.5
1991,2.0
1991,4.5
1991,1.5
1991,3.3333333333333335
1991,3.1333333333333333
1991,1.75
1991,3.075
1991,3.6666666666666665
1991,3.25
1991,2.0833333333333335
1991,5.0
1991,3.370967741935484
1991,4.0
1991,2.8333333333333335
1991,2.5
1991,4.25
1991,1.6666666666666667
1991,3.35
1991,4.166666666666667
1991,4.0
1991,2.8333333333333335
1991,3.25
1991,3.2
1991,1.6666666666666667
1991,4.0
1991,3.1666666666666665
1991,1.5
1991,2.3461538461538463
1991,4.0
1991,3.970982142857143
1991,2.0
1991,1.75
1991,4.0
1991,2.625
1991,4.161290322580645
1991,3.7705479452054793
1991,1.0
1991,3.3333333333333335
1991,2.0
1991,2.0
1991,2.0
1991,2.0
1991,4.0
1991,3.5
1991,3.0
1991,3.0
1991,3.2564102564102564
1991,3.5
1991,1.5
1991,3.0
1991,3.5
1991,3.0
1991,4.125
1991,1.8571428571428572
1991,4.333333333333333
1991,3.25
1991,3.3333333333333335
1991,3.769230769230769
1991,2.3333333333333335
1991,1.8
1991,3.9285714285714284
1991,3.25
1991,3.0
1991,4.0
1991,3.2142857142857144
1991,4.5
1991,1.0
1991,0.75
1991,2.0
1991,2.3
1991,4.0
1991,2.7
1991,3.289473684210526
1991,3.4054054054054053
1991,3.1875
1991,4.035714285714286
1991,2.0
1991,2.8333333333333335
1991,3.4791666666666665
1991,3.1666666666666665
1991,3.8333333333333335
1991,2.8333333333333335
1991,2.7
1991,3.8666666666666667
1991,1.0
1991,3.5
1991,3.85
1991,4.0
1991,3.5
1991,4.0
1991,2.5
1991,3.8
1991,4.0
1991,4.5
1991,1.5
1991,3.4634146341463414
1991,2.5
1991,2.5
1991,3.0714285714285716
1991,3.75
1991,2.6923076923076925
1991,3.358490566037736
1991,3.3452380952380953
1991,3.357142857142857
1991,3.25
1991,3.4
1991,3.5
1991,4.0
1991,2.2
1991,3.3043478260869565
1991,3.8055555555555554
1991,3.5
1991,4.0
1991,2.0
1991,2.375
1991,2.0
1991,3.6
1991,2.5
1991,2.0
1991,3.0
1991,4.1
1991,3.7222222222222223
1991,1.0
1991,3.78
1991,5.0
1991,3.1
1991,3.5
1991,4.0
1991,3.5
1991,3.2714285714285714
1991,1.5
1991,2.5
1991,2.1666666666666665
1991,1.5
1991,3.423076923076923
1991,3.017857142857143
1991,3.0
1991,1.3125
1991,3.6666666666666665
1991,3.75
1991,2.0
1991,2.5
1991,3.4444444444444446
1991,3.25
1992,2.0
1992,2.9
1992,1.7727272727272727
1992,3.4655172413793105
1992,3.0277777777777777
1992,4.166666666666667
1992,1.0
1992,2.5
1992,3.111111111111111
1992,5.0
1992,3.5925925925925926
1992,2.0
1992,3.4754098360655736
1992,2.3333333333333335
1992,3.466666666666667
1992,3.5161290322580645
1992,2.4
1992,2.5
1992,2.5
1992,4.0
1992,2.25
1992,3.6
1992,2.9347826086956523
1992,2.1666666666666665
1992,2.5
1992,3.8333333333333335
1992,2.5
1992,4.0
1992,1.5
1992,2.0
1992,3.7923497267759565
1992,3.9318181818181817
1992,2.5
1992,3.5
1992,3.5
1992,2.75
1992,2.3333333333333335
1992,2.859375
1992,4.25
1992,2.0
1992,4.0
1992,2.8666666666666667
1992,3.1818181818181817
1992,4.25
1992,2.5
1992,1.8333333333333333
1992,3.0
1992,2.6875
1992,2.8541666666666665
1992,2.0
1992,4.0
1992,4.0
1992,2.5
1992,3.0
1992,3.5
1992,4.0
1992,3.4782608695652173
1992,4.0
1992,3.0
1992,3.6363636363636362
1992,2.0
1992,1.5
1992,1.5
1992,3.5
1992,3.0
1992,3.8333333333333335
1992,3.892857142857143
1992,3.025
1992,2.5
1992,4.75
1992,4.0
1992,2.5
1992,3.409090909090909
1992,3.0454545454545454
1992,2.423076923076923
1992,4.0
1992,2.5
1992,2.75
1992,4.5
1992,3.5555555555555554
1992,1.7727272727272727
1992,2.8518518518518516
1992,2.7916666666666665
1992,3.676470588235294
1992,3.4375
1992,3.375
1992,2.0
1992,2.5
1992,2.5
1992,3.75
1992,0.5
1992,2.75
1992,4.0
1992,3.1363636363636362
1992,1.0
1992,3.148936170212766
1992,3.1363636363636362
1992,2.75
1992,3.0
1992,4.0
1992,3.142857142857143
1992,2.0
1992,2.5161290322580645
1992,3.5
1992,3.9473684210526314
1992,3.75
1992,3.3529411764705883
1992,3.26271186440678
1992,2.0
1992,4.0
1992,2.0
1992,4.0
1992,2.2058823529411766
1992,3.6
1992,3.659090909090909
1992,4.125
1992,2.5
1992,3.75
1992,2.0833333333333335
1992,3.6666666666666665
1992,5.0
1992,3.0
1992,2.7708333333333335
1992,2.375
1992,2.5
1992,1.5
1992,3.789473684210526
1992,4.0
1992,3.9393939393939394
1992,1.5
1992,2.75
1992,4.333333333333333
1992,4.0
1992,3.75
1992,1.0
1992,2.5
1992,3.2857142857142856
1992,4.202290076335878
1992,2.0
1992,4.166666666666667
1992,3.9166666666666665
1992,3.1914893617021276
1992,4.0
1992,3.4404761904761907
1992,4.0
1992,4.05
1992,2.5
1992,3.5
1992,3.75
1992,3.3333333333333335
1992,3.5
1992,3.0
1992,4.0
1992,2.7
1992,2.25
1992,4.5
1992,4.111111111111111
1992,3.736842105263158
1992,2.9375
1992,2.6538461538461537
1992,2.65625
1992,2.25
1992,2.5
1992,5.0
1992,4.0
1992,3.5
1992,2.05
1993,3.0
1993,2.760869565217391
1993,2.3
1993,4.25
1993,4.5
1993,4.833333333333333
1993,1.5
1993,3.25
1993,3.7662337662337664
1993,1.5
1993,3.473684210526316
1993,2.5
1993,3.0
1993,3.5
1993,3.0
1993,4.0
1993,2.0
1993,1.5833333333333333
1993,4.5
1993,2.0714285714285716
1993,3.0
1993,3.3333333333333335
1993,2.75
1993,2.95
1993,5.0
1993,2.375
1993,4.0
1993,3.0
1993,1.5
1993,3.293103448275862
1993,1.75
1993,3.0
1993,3.5
1993,3.25
1993,4.115384615384615
1993,3.5
1993,2.0
1993,3.2962962962962963
1993,4.0
1993,3.0
1993,3.0
1993,3.1666666666666665
1993,3.5
1993,2.5
1993,1.8928571428571428
1993,1.5
1993,3.0
1993,4.0
1993,2.1875
1993,3.7
1993,3.0
1993,4.0
1993,1.5
1993,2.0
1993,4.0
1993,4.5
1993,4.0
1993,3.5294117647058822
1993,3.25
1993,3.5
1993,2.8125
1993,3.0
1993,4.0
1993,2.0
1993,3.4375
1993,2.923076923076923
1993,4.0
1993,4.25
1993,4.25
1993,1.625
1993,1.0
1993,4.5
1993,2.5
1993,2.5
1993,3.8958333333333335
1993,3.0
1993,3.5
1993,4.125
1993,2.75
1993,3.317073170731707
1993,2.8
1993,3.5346534653465347
1993,2.391891891891892
1993,1.25
1993,3.9921052631578946
1993,2.7857142857142856
1993,2.8
1993,2.6666666666666665
1993,3.4716981132075473
1993,2.9
1993,2.8666666666666667
1993,3.4
1993,3.5833333333333335
1993,3.692857142857143
1993,4.3
1993,3.3823529411764706
1993,4.0
1993,2.25
1993,2.4375
1993,3.625
1993,2.95
1993,3.142857142857143
1993,2.5416666666666665
1993,3.7222222222222223
1993,3.081081081081081
1993,3.75
1993,3.738095238095238
1993,3.0346534653465347
1993,2.4206349206349205
1993,2.9
1993,2.0
1993,3.5460526315789473
1993,3.9285714285714284
1993,3.0925925925925926
1993,2.3333333333333335
1993,3.0
1993,3.8333333333333335
1993,3.130434782608696
1993,2.5
1993,3.75
1993,2.0
1993,3.944055944055944
1993,4.0
1993,2.0
1993,4.03921568627451
1993,3.25
1993,3.875
1993,3.6666666666666665
1993,4.225
1993,1.0
1993,3.485294117647059
1993,4.0
1993,3.5
1993,4.035714285714286
1993,3.2777777777777777
1993,3.375
1993,3.3333333333333335
1993,3.1666666666666665
1993,3.6041666666666665
1993,3.1578947368421053
1993,3.607142857142857
1993,3.0
1993,2.9339622641509435
1993,3.0
1993,3.0
1993,2.8636363636363638
1993,3.0
1993,3.2941176470588234
1993,3.75
1993,3.6666666666666665
1993,3.2666666666666666
1993,3.813953488372093
1993,2.5
1993,3.388888888888889
1993,3.6666666666666665
1993,3.0
1993,3.3846153846153846
1993,3.6136363636363638
1993,3.540983606557377
1993,3.0
1993,1.5
1993,2.4047619047619047
1993,2.0
1993,5.0
1993,3.5
1993,1.8125
1993,1.5
1993,4.25
1993,4.0
1993,4.0
1993,3.0
1993,4.0
1993,3.5
